id,image,thumbnail,year_from,year_to,person,clothing,caption,description,source
455,spectacle.png,spectacle_thumb.png,1840,1850,men,garment,"David Whitmers spectacle rims, worn ca; 1840s",David Whitmer's heavy gold spectacle rims are missing the temple bars.,"Rims seen in Museum of Community of Christ, Independence, Missouri. Redrawn by Margaret Weber from Carmas measured sketches. Free use."
456,stockings.png,stockings_thumb.png,1800,1800,women,costume,"Stockings, several pair.","Hand knitted and hand dyed wool creates the blue stocking which reaches to the knee, and would have needed a garter to hold it up. In the center is a fine white stocking with feminine embroidered designs up the leg. The beige and gray stockings to the knee are modern knit to appear like those of the1700s and 1800s. Center top red, black and dark green Argyle, is beside a second Argyle of black, dark green and white. In the center of the pile is ""rag wool"" knitted into stockings reaching to the middle calf. It is the poor man's stocking, which, when worn out, is pulled apart and re-spun into knitting yarns, called rag-wool of indiscriminate color.",Assembled and photo by Carma.
457,strawHat.png,strawHat_thumb.png,1800,1820,women,costume,"A fine straw hat of the early 1800s is reproduced for display on a bed with a quilt. It would have been worn by Elizabeth Johnson of the LDS restored Johnson Farm in Hiram, Ohio.","A fine womans broad-brimmed straw hat, reproduced for display, lies on a bed quilt in CD Fig ?This shallow crowned straw hat was very common and where possible could have much ribbon attached outside or inside to secure it under the chin. The checkered ribbons seen here fit into grooves steamed into the straw brim to tie under the chin and hold the hat securely on during wind and work.",Modern-made commercial hat for a period costume. Steamed and sewn with ribbons by Carma
458,strawhatPioneer.png,strawhatPioneer_thumb.png,1800,1890,child,costume,Homemade straw hat shades a boy pioneer.,"Completely homemade in modern times. Grain seeds were planted, harvested, cut, braided and sewn together by his mother. This is a modern reproduction using antique methods.",": June Kraft Garges, Handcrafted Straw Hats: An Early American Home Industry, (Souderton, Pennsylvania, Indian Valley Printing, 1982.)"
459,suspenders.png,suspenders_thumb.png,1800,1850,men,garment,"Wedding suspenders, embroidered.","Made by a bride for her future husband, these separate suspenders are embroidered on strong, light-colored fabric. The leather ends are attached by a leather worker and are adjustable. As in other fine suspenders, they are buttoned on the inside of the trouser waistline.","Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, 1840.) Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections"
460,SwedenDancingFarmers.png,SwedenDancingFarmers_thumb.png,1863,1873,women,garment,Sweden dancing farmers,No description,Malberg 1863 Nordiska Museet
461,SwedishCapOfFineBlackWool.png,SwedishCapOfFineBlackWool_thumb.png,1800,1900,women,garment,Swedish cap of fine black wool has red piping on all its edges. Around the face is a tiny line of handmade lace.,"This original light wool cap is stiffened inside with mesh buckram, and then lined in a fine red wool fabric. It is much worn-out inside in the back neckline area. At that point we see the last bits of the original unwoven,soft ,wool padding. The tiny handmade lace is original, but the ties for the cap, which are to hang down each side, were made by Carma after seeing other photographs of such caps.  The tassels were meant to hang at each side, and the cap fits snugly over smooth front hair.",Cap was donated to Carma. Photo by Carma.
462,SwedishEmbroideryOnTheFrontOfABlouse.png,SwedishEmbroideryOnTheFrontOfABlouse_thumb.png,1844,1855,men,garment,1844 Swedish embroidery on the front of a blouse with name and date of the original owner.,"On strong home-loomed linen is cotton embroidery down the front of a blouse for a folk costume. Reds and pinks are very important colors and are often used in different tones often. The date this blouse was first made is embroidered:1844. We can see that the back fabric is probably not as bleached and pretty as the white front linen. The blouse would be covered up on the back and sides by a green, blue, red or black wool bodice to show off only the front and sleeves.","Swedish book cover, Folkligt Festliga Monogram, Ur Kulturens Samlingar by Britta Hammar"
463,SwedishFamiliesOnChristmasMorning.png,SwedishFamiliesOnChristmasMorning_thumb.png,1800,1900,family,costume,Swedish families are leaving from a 5 A M Christmas Morning celebration in their Lutheran Church.,"On Christmas morning, women wore little caps over their hair and brought their child to church, also wearing caps. The married women wore black and white woven bands on their white linen caps, and the younger women and girls wore bright colored bands woven for caps, Not all men were devout enough to attended the services at 5 a.m. The men attending are seated separately from the women and child on opposite sides of the church. The next picture shows church members waiting to speak with the pastor in his office. We see that the women and girls are all wearing leather jackets with fluffy sheep fur on the inside for the totally unheated church buildings. Beautiful woven tapes adorn their jackets on the edges, also. Heavy woolen skirts over warm petticoats are traditional for the very cold Christmas time. Their shoes often have large leather flaps styled over the low leather female shoes. Younger women wear bright red stockings. It is interesting that women's hair is bound to the head so tightly under their caps, while men generally wear felt hats over loose hair and beards.","Swedish post cards of art from oil painter C. Malm sent to Carma from Kerstin Hamp Pederson, born in Falun, Sweden. No other source known."
464,SwedishFigureDetailFromVisitingMother.png,SwedishFigureDetailFromVisitingMother_thumb.png,1830,1840,men,costume,"Swedish figure detail from ""Visiting Mother.""",A grown man holds his black felt top hat in an arm and goes in to see his mother. He wears long coat of white wool to mid-calf and it has five buttons up the front and eased- in fabric at top of sleeves but not padding in shoulders in his beautiful folk-designed coat.He also has very flat buckled dress shoes.,"Upplandsmuseet near Malmberg. PERMISON Upplandsmuseet  Fyristorg 2  753 10 Uppsala  Tel: 018-169100  info@upplandsmuseet.se (Sweden) Lorie sent an email asking for name and email of person who gives permissions. Dec 6, 16"
465,SwedishFolkCostumeDecorTape.png,SwedishFolkCostumeDecorTape_thumb.png,1800,1900,family,garment,Swedish folk costume decor tape and woven belt tassels.,"This cheerfully colored cotton tape can decorate folk costumes; and the ends of a belt with tassels is red and blue . a table-sized inkle loom can be themeans of a person seaving at home the decorations that they could wear for festivals or sell to others for profit. These wool colors are red, blue and yellow. Blue silk threads added in the red tassels of wool yarn.","Purchased in Stockholm, Sweden and photo by Carma."
466,SwedishLinseyWoolseyStripe.png,SwedishLinseyWoolseyStripe_thumb.png,1800,1810,women,pattern,"Textiles: Swedish linsey-woolsey stripe, from an aged wool and linen outside skirt.",This long-wearing fabric is badly damaged but still holding together. The red color is still bright with the white and dyed black yarns. Possibly these black yarns from the loom are from naturally black sheep.,Upplandsmuseet  Fyristorg 2  753 10 Uppsala  Tel: 018-169100  info@upplandsmuseet.se (Sweden)
467,SwedishMilitia.png,SwedishMilitia_thumb.png,1800,1810,men,costume,"Swedish Militia man with breeches, stockings and wooden clogs","This man's breeches are form fitting but with a baggy seat to enable sitting. His clogs are shaped with a carved heel of 2 inches high. His fitted jacket is sturdy and short, reaching to his middle hips. He wears a red hat with black tape designs around the border, a common Swedish style.",Sketched by Carma from a group picture celebrating a militia holiday.
468,SwedishMonogramWithRedSilk.png,SwedishMonogramWithRedSilk_thumb.png,1842,1852,family,pattern,"Swedish monogram 1842 with red silk embroidery, and black floss.",The date this was imortant to a piece of clothing is1842.,"Swedish book cover, Folkligt Festliga Monogram, Ur Kulturens Samlingar by Britta Hammar"
469,SwedishRatvikApronWithBinding.png,SwedishRatvikApronWithBinding_thumb.png,1800,1900,family,garment,Swedish Rtvik apron with binding.,"Bright yellow-orange and red were woven in stripes for this apron, which is bound by dotted black and yellow tape.Additional red and white tape was usedfor making a facing on the inside of the apron hem.",Courtesy of Roselle Anderson Stevenson
470,SwedishRatvikBodiceFront.png,SwedishRatvikBodiceFront_thumb.png,1800,1900,women,garment,"Swedish Rtvik bodice front (left), and back (right) with red binding and adjustable ribbons.","This adjustable bodice front will grow with the girl who wears it by the tightening or loosening of the red (or green) ribbons between the shoulder straps and the lacing on the wide waist band. The lining is any available cotton print, which is never seen when worn. Silver or brass rings are sewn onto the bodice front to thread an adjustable cord through. This bodice was brought to Carma for her collection of historic clothing. It would have usually accompanied a black skirt in wool or cotton and an apron in stripes of bright colors.",A Donation from a friend for Carma's collection.
471,SwedishRatvikkHeadscarf.png,SwedishRatvikkHeadscarf_thumb.png,1800,1900,women,garment,SwedishRtvikk headscarf.,This brightly printed fabric is two layers and a green cotton binding around the edge. It is meant to be joined under the chin with a pin when worn.,Roselle Anderson Stevenson
472,SwedishSchoolBoyAtHome.png,SwedishSchoolBoyAtHome_thumb.png,1840,1850,child,costume,Swedish School Boy at Home.,"A young boy of wealth is dressed in international European clothing to have his portrait painted. There is a fine white linen shirt showing its collar and a bit of its cuffs. A small white bow is tied on top of his collar. On his black jacket are at least 7 silver buttons, with a belt barely discernible. He would have black trousers hanging loose to just below his knees. His stockings would be white above black shoes.","From the western border of sweden, Gothenburg Art Gallery, byMathias Stoltenberg, Permissions. Already asked, no answer?? //// Lorie ask again."
473,swedishSilkShawl.png,swedishSilkShawl_thumb.png,1840,1850,women,shawl,Two-sided Swedish silk shawl with enhanced lines arranged in plaid design,"A shawl in green, lavender/orchid and creamy yellow and black jacquard weave. It is approximately 34 inches square with one side predominating in lavender and the other side in green. It was woven in modern Sweden from a very old pattern of a hundred years before 2000, as Carma was told. She was taken to the Stockholm weavers by dear friend Monika Karlsson, and saw personally the complicated machinery at work. Carma purchased the shawl to add to more Swedish costumes she wanted to have in her collection. The supple, thick silk would bring warmth as well as beauty to an ensemble.",Photo by Carma.
474,SwedishTravelingSalesman.png,SwedishTravelingSalesman_thumb.png,1857,1859,family,costume,Swedish traveling salesman with fine white fabrics to show.,"Man in a long tailed coat barely on his shoulders probably wears a red striped vest, and has doffed his hat to be gracious to the ladies. A mother and daughter are both wearing colorful striped wool skirts and the younger one has a hip-length fitted jacket in a blue or green with a silky kerchief tied under her chin. The mothers hair is quite covered by a black cap and she wears a small shawl over her shoulders.",Scandia book
475,SwissBlueSmock.png,SwissBlueSmock_thumb.png,1800,1900,men,costume,Swiss blue smock on wagon driver.,"From his wagon seat, this mad driver is trying to capture a horse. He wears the typical blue color of smock from Switzerland and France. This has the center neck opening unbuttoned. A large brimmed mashed felt hat is worn.","This image was on the lid of a huge box of Swiss Chocolates. This painting's source was completely unknown, when Carma made a telephone inquiry about it at the chocolate company."
476,SwissGirlInFolkCostumeOfLucerne.png,SwissGirlInFolkCostumeOfLucerne_thumb.png,1800,1900,women,costume,"Swiss girl in folk costume of Lucerne, holding an oval Swiss clock.","A Swiss folk costume adorns a clock maker's daughter from Lucerne. She wears a pale straw hat with a black ribbon over a crown of braids. Tied around her waist is a precious, white-on-white, embroidered apron with commercially made Swiss machine-embroidery. Added to the band of white flowers on the apron are crocheted and embroidered ovals. A dark brown, heavy cotton bodice has dark, light blue and white embroideries on each side of the laced-up front, which is criss-crossed with a tiny cord. She tucks cord ends under the apron band. On the back vest are unusual curved straps which center a large medallion of flowers in the variegated blues of the front embroideries. Black leather and wooden clogs are often worn among Europeans, and we see these with white stockings and a bit of her embroidered white petticoat.  SOURCE? . Costume entirely made by Carma except clogs and stockings. The clock is an antique from Switzerland from Carma's clock collection.","Modeled by 9 year old Katherine Helena Hamblin . PhotobyRavel Call, of the Salt Lake City Deseret News at one of Carma's international fashion shows."
477,SwissKindergarten.png,SwissKindergarten_thumb.png,1860,1870,family,costume,Swiss Kindergarten in about the 1860s.,"child are gathered in a large home for Swiss beginning education: to learn to eat properly and be polite. Little girls are in short dresses with all-over aprons. Boys wear dark skeleton suits with white shirts underneath. The teacher wears a black dress of honor, with her huge gray apron to the floor. The apron's top flap is pinned to her bodice. Such pinning gave rise to the name ""pinafore,"" even when straps were attached later and even rufflesof the late 1800s. The large triangular scarf is always immaculate and the back area only is starched, to tie comfortably under the chin.","Zurich, Switzerland-- unknown, from a loose picture given Carma from unknown source"
478,sword.png,sword_thumb.png,1840,1850,men,garment,"Hyrum Smith's parade sword, sheath, pistol and epaulets for his Nauvoo Legion Uniform, ca.: 1842.",Hyrum Smith's uniform accoutrements include epaulet fringes and bases made of high quality gold thread and plated metal. Above them is his pistol. His dress sword has a leather and brass hilt attached to a fine steel blade which appears black in this photo. The sheath is made of polished brass with double loops to attach by chains to his belt. The papers shown attest his status as a commissioned officer.,"Displayed in the Museum of Church History and Art in Salt Lake City, Utah. FREE"
479,tamSmock.png,tamSmock_thumb.png,1800,1800,child,costume,A tam and smock for a boy to wear over short trousers.,a four year old boy can be comfortable in a heavy cotton smock with ivory or composition buttons at neck and cuffs. It is a simple pullover with a gathered fabric body. A teal and orange tam o'shanter with a yarn pom-pom is lined in black cotton and used by both boys and girls anywhere in the many British Isles and often in America.,"Both were sewn by Carma. Smocking by Nancy West. The fabric is red and blue cotton fibers woven together, making a beautiful lavender-color fabric."
480,tannersWork.png,tannersWork_thumb.png,1830,1840,men,costume,Tanners work hard in unpleasant surroundings to process hides into leather. ca.: 1830s to1860s.,"These men wear long leather aprons to protect their clothing from the solutions in the odoriferous tannery. It is a wonder men could even breathe in an environment that took a lot of getting used to. Man at left scrapes hair off pelts, another trims fat and tissues from the inner side, while men on right work the hides in different solutions. The men's shirtsleeves are rolled above the elbows, and most wear caps with or without brims. They all wear gaiters over their ankles and feet for leg protection from the intensely strong solutions.","Seen in Carol Belanger Grafton, Ed., Trades and Occupations: A Pictorial Archive from Early Sources (Dover Pictorial Archive)Paperback August 1, 1990. Up to 10 images may be used at no cost."
481,tapestryDesigns.png,tapestryDesigns_thumb.png,1850,1860,women,shawl,"Tapestry designs woven on a black Kashmir shawl, self fringed in black.","Tapestry designs woven on a black Kashmir shawl, self fringed. A paisley shawl from Britain in a small square shape, and was less expensive. This, photo image shows both sides of the shawl, with the carried yarns of tapestry on the underside. .","Shawl was in the Brigham Young Forest Farm home of Deseret Village for tourists to Utah, in Salt Lake City Photo by Carma."
482,TeenageBoyWithGrandmother.png,TeenageBoyWithGrandmother_thumb.png,1840,1850,family,costume,Teenage boy with his grandmother wears hand-me-down clothes. 1840s,"A worn velvet collar tops a short cutaway coat with square tails. This shows the usual padding around the back neckline, but none in the shoulders. His white tie and shirt are clean. This double-breasted coat is over gray flannel trousers which have a button front placket and are 4 to 5 inches too short. They are also patched around the lower part. His high-topped shoes lace above his ankle. He has somehow acquired a very tall top hat of dubious condition.. The woman wears a long-worn wool plaid dress fashionably sewn to form a V-shape in both the fabric and the loose flanges over the shoulders. Her very small daycap is tied above a clean white collar. She has tiny ruffles at her wrists.",From the British film Little Dorrit. Photo by Snowdon.
483,TheatricalCoupleInIrishBestClothing.png,TheatricalCoupleInIrishBestClothing_thumb.png,1820,1870,family,costume,Theatrical couple in Irish best clothing,"The woman with a reed basket wears a jacket of orange tweed with many buttons, which extends to her upper hipline. She has a very fancy day cap of laces with white ribbon ties, and shirring on each cheek. Her heavy wool and linen striped skirt is worn beneath a long black cape with a satin collar. Her partner has a brown tweed Swallowtail coat and hard hat. He carries a hardwood walking stick. These actors wear fine leather shoes and must keep up appearances as successful theater makers.","Anne O'Dowd,FIND IRISH THEATER from County. Armagh, Ireland. FIND AT BYU"
484,TheBackOfDemonstrationDress.png,TheBackOfDemonstrationDress_thumb.png,1830,1840,women,garment,The back of a demonstration dress to show how a poor woman would make a simple dress.,"Carma made this dress from cotton that looked like heavy linen, and bound the neckline and cuffs with sturdy striped fabric. There are a variety of mismatched buttons in the back, since they were relatively expensive. The usual slanted shoulder seam is wrapped over from the front, seen at left in the image. The dress is mended and patched, and was worn in a fashion show with a ragged bonnet and apron.",Photo by Carma.
485,TheInjuredHunter.png,TheInjuredHunter_thumb.png,1800,1810,family,costume,"The Injured Hunter is a very large oil painting done in Norway, 1856.","The major artist of the 1800s in Norway is Adolf Tidamand. . The mother is consoling a bleeding son who has successfully killed a bear in the forest. She is in her beautiful bodice with linen blouse and flowered head scarf holding back all her hair. Her daughter stands behind her holding a large mug of clean water to assist her mother. The son was hunting in gold wool breeches, laced up at knees, heavy shoes and dark blue wool stockings. His red wool jacket is still on. After cleaning up his bloody face his mother waits patiently with pressure on his head. She has a blanket to wrap him in to rest when first aid is finished. His proud father is tall and smiling in the common kind of red knitted cap ,which could be pulled farther down around the ears for wind and cold.. His older brother, or friend, has on a black cap of more stylish fashion, and a a black wool coat with red = checkers of wool on his sweater underneath it. .The younger brothers and sisters are inquisitive and impressed in their ordinary clothes of sweaters for some, and others in folk bodices.","This painting hangs in the National Gallery of Art in Oslo. Internet Information. Universitetsgata 13 Oslo, Norway"
486,TheOIldEnglishSmock.png,TheOIldEnglishSmock_thumb.png,1800,1900,men,costume,This old English smock has been worn by two generations,"This densely stitched smock has the entire chest in close pleats of smocking, white embroidery on white linen, for weddings and Sabbaths. On the two boxes, each side, there are round designs with four petals in the centers. And the upper sleeves have many diamond smocked designs matching the center front. The fairly small collar is almost worn away on this knee- length smock for shorter English people. The cuffs could possibly have been replaced when worn out, as there is much smocking on the lower sleeves before the long cuffs.","Gertrude Jekyll, Old English Household Life: Some Account of Cottage Objects and Country Folk (New York, HarperCollins Distribution Services; Revised edition ,September 1975)."
487,ThePaintingOfTheHaugianers.png,ThePaintingOfTheHaugianers_thumb.png,1852,1862,family,costume,"The painting of the Haugianersof 1852 , Norway, shows a home meeting of highly religious people who followed the simplicity of early Christianity,","In the painting, Haugianerne Low Church Devotion, the followers of Hans Nielsen Hauge are shown in a home meeting of neighborhood believers, waiting for priesthood leaders of Christ to be sent to them.They are wearing authentic clothing of Norwegian peasants. The men are either in breeches or woolen trousers with heavy leather shoes.All wear warm woolen stockings. Some men have vests over heavy sweaters. The man preaching has a natural wool jacket with dark green piping designs over his shoulders. Wide belts are common. Homes were only heated by the large cooking hearth and they were generally cold in winter. Women cover their hair with white linen, though the young girl bowed in thought has no head covering. Women wear striped or plain colored aprons over their black wool skirts. The small boy on the right has breeches and a jacket over a white shirt. A bald-headed old man lies in his bed, which is built in the wall. Light comes from an opening in the roof, and is symbolic [in this painting] of spiritual enlightenment.","Haugianerne Low Church Devotion, painted by Adolf Tideman. On Internet: https://en.wikipedia.org/wiki/Adolph Tideman"
488,ThomasBarthelemyCardon.png,ThomasBarthelemyCardon_thumb.png,1850,1860,men,costume,"Thomas Barthelemy Cardon, with short hair for the 1850s","Thomas Barthelemy is the youngest Cardon brother from the Piedmont of Italy, with a gentle, sweet personality. His hair is combed back from his face and reaches just below his collar line. His tie is difficult to analyze, but may be of a figured fabric tucked under the lapels of his high-buttoned vest. The collars of his shirt turn down.","Genevieve Porter Johnson and Edna Cardon Taylor,compilers, Cardons! Descendents of Philippe Cardon and Marthe Marie Tourn 1799-1886, (Provo, Utah, Stevenson's Genealogy Center, 1990) Permission from Larry C. Porter."
489,ThomasChristianJensenFamily.png,ThomasChristianJensenFamily_thumb.png,1860,1870,family,costume,This Thomas Christian Jensen Family was possibly from Denmark in about 1866.,"There are three sons and three daughters in this professional Jensen family portrait. The child are all dressed better than their sacrificing parents. The Father's coat seems a bit ragged down his left side, though his ear-lobe length hair is smoothly combed to his left and off his forehead. The mother wears very smooth, parted hair under a black silk cap. Large ribbon ties form a bow in front. She is wearing a black or dark silk jacket but a rather thin wool or linen fabric skirt. Her apron is not of quality and her petticoats are skimpy at best. She has no shawl. The tall boy between his parents has a pale vest under a tailored dress suit, and a small black tie. His short hair is neatly cut with curls on each side. His blonde brother on far left has a printed neckerchief. He is in a good tunic over his trousers. His fashionable belt of that period was seen on boys of both America and the Continent. His smallest sister on right has a similar elastic belt in a dark color over her white, short, dress top, and a ribbon around her neck to match. In addition, she wears a modestly longer skirt of pretty silk in a modified plaid. The oldest daughter, growing into a real beauty, has a curious ribbon hanging from her hair on her left side. There is no ribbon in view on her right, so it may be part of a hair ornament. She wears a middle-toned, silk dress with a button front. The sister at her side has a little lacy collar and some decorative edge on the front opening of her dress .The small and middle girls both have their hair slicked back from their faces, so their hair may be hanging down their backs, tied in longer bunches of ringlets or straight braids. The clothing of the girl in center is difficult to see, but may be plaid with a ruffled lace collar. This family may have even older brothers or sisters who are not present for the portrait, as many larger family groups are listed (but not pictured) among those who came from Denmark as LDS converts. How we wish we knew their individual names and histories!",Photo given to Carma many years ago. Family names unknown.
490,ThreeIrishmen.png,ThreeIrishmen_thumb.png,1850,1860,men,costume,"These three Irishmen edited the LDS Welsh newspaper, UdgornSeion, 1856-1862 for converts and investigators.","William Ajax, Daniel Daniels, and Benjamin P. Evans were Irish converts living in Wales. All three were within 15 years of each others ages, and wore medium to small beards and fairly wide mustaches. They had medium to much hair loss in the 1850s.Devout missionaries through their preaching, they produced excellent writings, which were latertranslated into English.","Ardent student of Welsh,Ronald Dennis made the newspaperUdgornSeion,available to an ever-widening audience withhis translations, as an Editor for the Religious Studies Center, Brigham Young University."
491,ThreeOldIrishPeople.png,ThreeOldIrishPeople_thumb.png,1840,1860,men,costume,Three old Irish people of 1840-1860.,"This photocopy of unknown origin show two old men with shaggy whiskers in working clothes. The man on left has a wide-brimmed hat and dark vest, with narrowly striped trousers. His flamboyant tie boasts wide stripes. The center man in a felt cap wears a light coat with wide, rounded lapels.. The womans hair is either cut medium length, or is very loose at the sides, but gathered back into a bob, and is partially covered with a kerchief. Her high-necked wooly dress has a shawl draped over one arm supported on a straight, ball-handled cane.",Source unknown
492,ThreeWelshBabyCaps.png,ThreeWelshBabyCaps_thumb.png,1800,1850,child,garment,Three Welsh baby caps 1800- 1850.,"Baby Cap (top) Pale blue lace, (left) Cream crocheted wool (warm); white lawn and lace bonnet, for summer.","Ken Etheridge, Welsh Costume, (Swansea SA2 9BE, Christopher Davis Publishers, ltd. 1977)."
493,TinyElizaGibsonWilding.png,TinyElizaGibsonWilding_thumb.png,1838,1848,women,costume,"Tiny Eliza Gibson Wilding, wears her wedding clothing in Staffordshire, England 1838.","Eliza was 21 when she married. Of very modest income, she was a professional seamstress of stays (the two separate pieces of a laced-up corset in the mid-years of the 1800s). Excellence in sewing is shown in her beautiful clothing. She wears a best wedding dress of dove colored gray because working classes could not afford a one-time-wearing of a white wedding dress. A frill of lace at the neckline is emphasized by a black Jasperware broach. Around her shoulders is a ""serpentine"" shawl of flowered stripes alternating with geometrical stripes. Her bonnet is pale green silk, lined with rose shirring on the inside of the brim to lend color to her cheeks. A pale green binding surrounds the brim. Matching light green silk ribbons for the ties. One white ostrich plume was afforded for her bonnet. Beneath the bonnet is a perfect white daycap with ruching on the cheeks, showing this to be the middle 1840s. Eliza was a dainty 4 feet 11inches tall. Eliza and her father joined the LDS Church, but kept it a secret from her true love during a years time of courting! Meanwhile, her fianc employed the same deceit of silence, because the Mormons were badly persecuted in that English area. But they fearfully told each other a week before the wedding. What joy as they embraced!","Painted in 2008 in oil from Carmas watercolor designs, enlarged and embellished from a minuscule, aged, facial photographs in the Shaws Salt Lake City years. Enlarged from terrible old photos. Ben Sowards (a skilled Art graduate of BYU) was hired to portray the young bride and groom in oils, exactly as Carma desired. Owned by Carma. FREE Carma, the footnote will be correct when it is printed."
494,toddlerSmock.png,toddlerSmock_thumb.png,1840,1850,child,costume,"This toddler smock was found in a very old New England house, in very poor condition.",This grey and tan gingham smock with a drawstring cord at the neck can have plentiful gathers for free movement. Cross-bar design indicates cotton gingham. Carefully restored with extra fine thread and tiny hand-sewing by Carma.,Collection Winifred Bowers given to Carma. Drawn by Carma.
495,TraditionalHatsFromCarmarthen.png,TraditionalHatsFromCarmarthen_thumb.png,1800,1900,women,costume,Traditional hats from Carmarthen and Gwent in Wales.,"The black felt (left) has a flat brim with a black mourning ribbon around the base of the crown, worn from1700s on, especially in Pembroke and Cambria. On right is a black, straw, a Gwent hat made after the preserved designs of nationalistic Lady Lanover, who tried hard to perpetuate old folk-ways in costumes. The left daycap has profuse ruffling around the face and neck. Interesting that day-caps beneath both hats have bows on the back.","Ken Etheridge, Welsh Costume in the 18th and 19th Century, free"
496,triangleFan.png,triangleFan_thumb.png,1800,1800,women,costume,A triangle fan is a clever variation for a woman's fancy accessory,A ladys fan in this shape is clever and distinctive. The wood slats are covered with fabric of flowers and radiating stripes. Ruched lace around the edge and a tasseled pivot complete its charm.,"Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, March 1864.)Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections."
497,triangularBlackLaceShawl.png,triangularBlackLaceShawl_thumb.png,1840,1850,women,shawl,Triangular black lace shawl.,"This silk shawl, made of one whole piece of lace, would be worn over a best day or evening dress for decoration rather than warmth.",The shawl was brought to Carma's home by a friend who knew Carma would want to photograph it. It was probably made in France on a lace machine. It was about 36-38 inches on the long side. Photo by Carma
498,Triple-tiedApron.png,Triple-tiedApron_thumb.png,1860,1870,women,costume,"Triple-tied apron on a serving woman in a soup kitchen, ca: 1860","This apron provides extra protection to a full skirt. Working in a soup kitchen, the woman has hair covered with a red and white patterned scarf tied in the back, with only a little of her front hair seen. A faded red cotton bodice does not show the neckline, but long sleeves fit closely at the wrist. A small, fringed, yellow and red shawl, folded in a triangle, is crossed over the chest and fastened with a straight pin. A dark blue, bell-shaped skirt is over petticoats. Her heavy apron is buttoned or tied at the waistline in back, plus two more places behind her skirt: at hipline and calf line, to anchor the apron around the skirt and gather it in more firmly.","Drawn by Carma after Margot Lister, Costumes of everyday life: An illustrated history of working clothes, (London, Barrie &Jenkins, 1972)"
499,trouserPocket.png,trouserPocket_thumb.png,1800,1800,child,garment,Trouser pocket opening on adolescent boy's corduroy broadfall trousers.,"A broadfall pocket opening in a tan pair of corduroy trousers shows vertical buttonholes on the horizontal closure. At the corners, the buttonholes are slanted at 45 degrees to allow for stress. One side button could be left open for easier access to the heavy muslin pocket which hangs inside. For poor people, buttons were expensive and often unmatched.",Sewing and photo by Carma.
500,trousers.png,trousers_thumb.png,1820,1860,men,costume,Tan cotton corduroy and blue striped cotton show a front view and a back view of trousers from 1820-60,": Tan cotton corduroy and blue striped cotton show a front view and a back view of trousers from 1820 to 1860. CD Fig ?Corduroy trousers of greenish-gold have various types of buttons which were gathered from old clothes and a few purchases. Animal antler, white bone, wood, metal, glass   and gutta-percha were authentic materials for common buttons of the 1800s. For costumers today, modern-made matt finish plastic buttons are made to look like much older buttons of natural or dyed bone. Metal buttons were always expensive for the poor. Metal fasteners were sometimes even more expensive than the cloth for a garment.   For convenience, one button of the pants' broadfall opening may be left undone while shopping, making it easier to put a hand into the inner, heavy, muslin pocket for money.   Suspenders in dark green and red heavy cotton tape are attached to the pants higher back waistline. Suspender ends are hand sewn onto a heavy leather tab which can be slit with a tool to make a buttonhole. Suspenders were very seldom attached to each other at the crossing in back, but were each single strips.   Below, the striped, blue and white, sturdy, cotton poor-boy pants can be cinched in the back with cloth strips to fit a slim boy. The strips have no expensive buckle, but are simple cloth made to tie in a knot. We also see two bone buttons which attach to suspenders. A heavy inside facing across the back waistline is usually of canvas to take the strain of the suspenders ",These are examples Carma made for historic fashion shows. Photo by Joseph R. Putnam.
501,tuckedupSkirt.png,tuckedupSkirt_thumb.png,1820,1830,women,garment,"Tucked-up outer skirt on working woman wearing shoes. A ragged plaid petticoat is underneath, and a remnant of white apron still in front.",,"William Johnstone White, edited by Pamela Clabborn, Working Class Costume from Sketches of Characters, (London, Dedalus Press for Victoria and Albert Museum, by Costume Society, c.o. Department of Textiles. 1977.)"
502,turnOverShawl.png,turnOverShawl_thumb.png,1850,1850,women,shawl,A turn-over shawl.,"This white shawl with a tiny squares dotted print has machine embroidered dark ribbons with roses on the edge of half of it; and then the right side of the ribbons are sewn on the back side of the fabric for the other half of the shawl. This is intended for always folding the shawl in the same triangle, and it will always exhibit the right sides of both embroidered ribbons. Worn out fringe is left on part of it","Probably made in Paisley, Scotland, -- CHECK Pamela Clabburn, Shawls, (Shire Library Series, Shire Publications, now Bloomsbury Publishing, London, 2008)"
