id,image,year_from,year_to,pdf,person,class,clothing,caption,description,source
770,0919_image.JPG,1870,1879,1870-1879,women,middleupper,hairstyle,"Fashionable hairstyles for Women and girls, 1876.","The emphasis of these hairstyles for both women and girls is smooth and simple in front, perhaps with waves, bangs, or a part, built up on the crown, but narrow on the sides. The point of greatest interest was in long back hair. As seen here, the back hair could be braided in various designs, woven, curled in ringlets, or hanging in simple waves. Bows, combs, and often flowers were attached to build height with ornamentation. Such styles welcomed hairpieces for length, style, or simply more altitude on top. Online searches for hairstyles of the 1870s often have illustrations or videos showing how to achieve such styles. The web page for this particular image is given under “source” below. Of course, the average woman of small means or busy lifestyle on a farm or with children would not wear such elaborate styles. Still, she might try for this general idea, with smooth fullness in front, sides gathered to the back, and either wrapped in a twist or bun to keep hair out of the way or to let it fall in whatever back waves or braids she could quickly manage.",Cynthia Naughton saved to bustle era hair. 1876 Ladies Fashions Hair Styles Coiffures by OldPaperAndPages. Online at: www.pinterest.com/pin/221520875397319673/
771,0920_image.jpg,1870,1879,1870-1879,women,middleupper,hairstyle,"Hair swatches for mourning, tied in black bows.","It was common and sentimental to keep swatches of a deceased loved one's hair, tied in a black ribbon. Included on right is a black, mourning neck wrap with black crocheted on sheer at the ends.","Display and photo by Carma, free use."
772,0921_image.jpg,1870,1879,1870-1879,women,middleupper,hairstyle,"Bonnets for women were many inches high, even above the heigh-piled hairstyles of the 1870s.","All women wanted the fashionably high bonnets of the era, but results differed according to how much décor a woman could afford. All hats began with a base bonnet of woven straw, or fabric stretched over heavily starched and shaped buckram. On top of the base, mantuamakers (women’s hat-makers) piled on feathers, ribbons, bows, artificial flowers, and many other items considered pretty. Some bonnets sat halfway back on the head, exposing lovely front curls and waves. The standing brims, augmented by more décor, elongated the head profile (lowest row). Other bonnets tilted down over the forehead. Both fashions were popular. Both styles could be decorated at home using imagination and whatever old or new furbelows that came to hand. You will have noticed the changing fashions in faces illustrated at various times. In the 1800s, the ideal woman had drooping eyelids and tiny pursed lips, even though no living woman ever had such a mouth. Women are often illustrated looking meekly down and to the side, as serene women were encouraged to present themselves.",Seen on Pinterest from thepragmaticcostumer.wordpress.com
773,0922_image.JPG,1870,1879,1870-1879,women,middleupper,hairstyle,1876 bonnets featured much height and back décor.,"All women wanted the fashionably high bonnets of the era, but results differed according to how much décor a woman could afford. All hats began with a base bonnet of woven straw, or fabric stretched over heavily starched and shaped buckram. On top of that, mantua-makers (hat-makers for women) piled on feathers, ribbons, bows, artificial flowers, ruffles, silks and satins, and many other pretty items. Some bonnets exposed lovely front hairstyles of curls and waves while extending the head profile even higher with stand-up brims topped with more décor (upper two and lower left and right). Other bonnets tilted down over the forehead. Both fashions were popular. Both styles could be decorated at home using imagination and whatever new or old furbelows that came to hand. These bonnets were made for those of wealth and found on a fashion plate in 1870s fashion catalogs.","Seen on Pinterest, 1870 women’s bonnets."
774,0923_image.jpg,1870,1879,1870-1879,women,middleupper,hairstyle,Bonnets and caps perched on top of built-up hairstyles to increase height. Individual jackets and blouses could be worn over stylish skirts.,"Bonnets bore as much ornamentation as a woman could afford, piled high with artificial flowers, ruffles, feathers, and veils. Most added several inches to a woman’s actual height and trailed down behind her back. Hair trailing behind was also the fashion. Many bonnets tilted down flirtatiously over the forehead. They might be tied on with ribbons or decorative fa-lals (left) or anchored with long hatpins to the hair-structure beneath. And why not buy a blouse or topper that would extend the wardrobe at far less cost? Three in the middle row are in vogue. The bottom row features day caps of lace, ribbons, and flowers that covered the head in more casual situations. Very fancy ones might be worn as a headdress to an evening affair.","1870 women hats. Bonnets and Bodices from Frank Leslie's ladies Magazine, a fashion plate of the 1870s."
775,0924_image.JPG,1870,1879,1870-1879,women,middleupper,underwear,UNDERWEAR LAYERS – From nude to fully dressed.,"1. Body, last bathed a week or more ago. 2. Chemise – cotton, linen, or silk, worn next to the skin for comfort and to absorb sweat. Poor women often slept in their chemise, and bathed even less often. 3. Pantalets – cotton, linen, or silk worn over the legs for warmth or modesty. It had a split crotch for toilet functions since all outer garments held it in place, and hands were necessary to hold the dress and underclothing aside for urination. One-piece underwear, called “union suits” also came into use (see below). 4. Corset – worn over chemise and pantalets, essential for cinched-waist and support of the bust line. 5. Bustle or shaping crinoline that held the hips and back of the dress in whatever shape the style demanded. Worn over the corset. 6. Petticoat – worn over bustle to support the skirt without showing hard lines of the understructure. 7. Dress – the crowning glory of fashion with long sleeves and high neck for the day, and shorter sleeves and low-cut neckline for the evening. (If you read “bodice ripper” novels, keep in mind that it would have taken wire-cutters to get that clothing off, not just a lustful man.)","Pinterest, 1870s Women’s underwear. A modern illustration."
776,0925_image.JPG,1870,1879,1870-1879,women,middleupper,underwear,"One-piece woman’s undergarment, patented for health and comfort.","Considering the numerous clothing layers shown above, eliminating any layers would have been some addition to comfort and health. This garment would have been best in a thin, knit fabric to allow more flexibility and less bunching. Note the drawstring inserts on both front-sides to allow an adjustable fit. In addition, this one-piece suit had a closed crotch, but an opening in the back for toilet functions. An expandable, ruched gusset over the breasts would adjust to a woman’s bust size. It was hailed as sensible by many women but did not sell well due to poor construction. More successful (and prettier) was a pattern to make such a suit at home, developed by Annie Jenness Miller, a well-known author, and lecturer. During the 20th century, when clothing became less restrictive, the one-piece suit was abandoned by women in favor of 2-piece underwear, but had already become adapted to and adopted by men as the wellknown, traditional, drop-butt union suit.","Smithsonian Magazine, Jan. 19, 2021"
777,0926_image.JPG,1870,1879,1870-1879,women,middleupper,underwear,"Women’s Union Suit, part of a new wave of convenience wear. 1879.","This was another example of women striving for more comfortable, sensible clothing. The battle to wear any kind of trousers had ended in arrests and cries of disaster when “bloomers” were first seen. But society was less liable to revolt against clothing that was unseen. (Though one wonders how a wrist-length, ankle-length flannel could be bearable in “Spring and Summer.” Thus, one-piece underwear was part of the revolution to also eliminate trailing skirts that swept dirt into the home. During the 20th century, when clothing became less restrictive, the union suit was abandoned by women for two-piece underwear, but this had already become adapted to and adopted by men as the well-known, traditional, drop-butt union suit worn beneath their outerwear by men from bankers to farmers.","Smithsonian Magazine, Jan. 19, 2021"
778,0935_image.jpg,1870,1879,1870-1879,women,middleupper,underwear,Corsets ca. 1870 – 1879.,"The style a woman wore depended on the time of the decade. The Left corset was higher cut over the rear end, allowing for a crinoline or bustle to protrude out from the waistline in a pronounced derrière, as in earlier styles of 1870 on pp. 32-35 above. Right corset clung lower over the hips, allowing for an elliptical crinoline, or one of the trailing underskirts shown for the later 1870s on pp. 45-48 above. Both styles emphasized a woman’s rear-end, but with either a higher & exaggerated out-thrust or a lower, more subdued emphasis. Note that both corsets supported the bust line, rising no higher than the breast center, allowing a gown’s neckline to plunge deeply indeed, usually emphasizing a woman’s cleavage. With a cleavage emphasis, a high chemise like the one on right would need to be cut very much lower.",Pinterest under 1870s corsets.
779,0928_image.jpg,1869,1879,1870-1879,women,middleupper,underwear,"1869-1873 hoop bustle emphasized a highperched, outstanding bottom. This could also be achieved with a strapped-on pillow or other forms of bustle.","The convenience of hoops only in the rear and below the thighs, was that when a woman sat, the hoops, connected by fabric or straps, would collapse together, minimizing their size. The upper hoops would fold up behind the small of the back of the sitting woman, and the lower hoops would collapse behind her knees. A half-bustle or strapped-on pillow would allow the same range of motion. In later years, smaller, shaped pillows might be made to follow the reduced and sloping fashion at the back of a dress.",Image and pattern for sale on ageofantiquity.com Pattern # TV109 - Hooped Bustle. This site also sells patterns for other Victorian underwear and dresses.
780,0927_image.JPG,1870,1879,1870-1879,women,middleupper,underwear,Elliptical hoop crinoline or crinolette.,"This structure allowed a barely flared front, gradually increasing to the sides, and extending fully in the rear. For daywear, the hem would match the bottom of the crinoline. For evening, a train might extend even further behind. Note- there are no hoops over the lap so a woman might sit or bend without the front flipping up. She wore a petticoat over the hoops to allow the skirt to lie smoothly and without ridges. In cold weather, she might wear a number of petticoats beneath the crinoline to keep warm. In hot weather, the absence of under-petticoats would allow for some air circulation. (One remembers in the original film, The King and I, when the hooped Siamese women were startled by British bearded men, they lifted their hoops and fled, Revealing All. They hadn’t had time to sew underwear.)","From Pinterest, 1870 women’s underwear, and 1870 women dresses."
781,0929_image.JPG,1870,1879,1870-1879,women,middleupper,underwear,Late 1870s. Shaped petticoats and corsets could support any style of dress.,"A long corset extending down over the hips would rigidly maintain a woman’s hourglass shape. She couldn’t bend at the waist, so the costume couldn’t wrinkle at the waist. At bottom center is a half bustle to hold the hips flat, but extend the derriere enough for the fashions of the late 1870s. Such a corset might be preferred for women who had to do some work, and thus be able to bend at the waist, such as housewives and mothers, and women in service jobs that required bending, but still needed to show fashion sense – dressmakers and hat makers, for example. The personal dressers of high-fashioned, wealthy women were expected to show the fashion sense of their mistresses, but needed flexibility to dress the mistress, put on her shoes and stockings, and style her hair.","Pinterest, 1870s Women’s underwear. From original fashion plates of the era."
782,0843_image.JPG,1870,1879,1870-1879,children,middleupper,costume,1870 baby’s gown with straight sleeves and scalloped hem,"Infants have been wearing the same sort of straight gown for centuries. A high neck and long sleeves were needed to keep the baby warm except in the hottest climates. An open dress hem was easiest to pull up to change diapers. From there, the furbelows on the gown were up to the parents’ purse and sense of prestige. For poor parents, a flour sack could be made into a basic gown. For the wealthy, any amount of ruffles, tucks, yokes, lace, and ribbons were fastened in beautiful arrangements on a very long gown. This gown has a little lace-covered yoke with a sheer lace ruffle at the neck and bottom of the yoke. The hem is embroidered with scallops, below several rows of tucking. Many antique Christening gowns had skirts more than a yard long and were made of the finest silk or cotton voile, embroidered and lavishly decorated.",This was found online under antique christening gown images on a Pinterest site.
783,0847_image.JPG,1870,1879,1870-1879,children,middleupper,costume,1870 baby dress for girl or boy.,"I’m guessing a boy would be the more natural recipient of the square, geometrical trims, and tiny but manly lace-up boots. The dress is silk, but the collar is probably cotton to catch the drool – removable for intelligent parents. Narrow ruffles are at the wrists, and a slip with embroidered, scalloped hem shows below the dress.","This found online under 1870 baby clothing, attributed to Kentucky Kindred Genealogy"
784,0852_image.JPG,1870,1879,1870-1879,children,middleupper,costume,"Elaborate Victorian Infant outfit, 1870s.","This pretty ensemble for the baby of a wealthy family includes a bonnet of sheer ruffles and flowers, tied in a bow beneath the chin on one side with wide ribbons. Her little cape seems to be made of lined lace. The dress beneath is of several fabrics, including a gingham bodice, silk sleeves with a trim of ruffles under velvet ribbons, and an apron of white eyelet. We see enough of the skirt to identify a wide, velvet ribbon edged with a box-pleated trim above a bit more of the gingham skirt hem. Under the skirt is the ruffle of a petticoat. Knitted lace stockings cover chubby legs over light, button-sided booties",A Victorian-era tintype from monovisions.com. Seen on Pinterest.
785,0932_image.JPG,1850,1889,1870-1879,children,lower,costume,African American children in daycare,"African American children in daycare while parents worked 18 hour days. 1850s – 1890s. Their dresses are simple sacks of printed or solid-colored cotton with sleeves, gathered at neck and forearms, for both boys and girls.",
786,0933_image.JPG,1870,1889,1870-1879,children,lower,costume,Teen orphans old enough to do manual work.,"Meanwhile, they lived in orphanages where they slept, ate, and were clothed in whatever the community contributed. They wore long-sleeved shirts and trousers, and hats or caps to protect them from harsh sun or cold. A few have coats and neckerchiefs, one wears overalls. Most wear worn shoes or boots, but a few are barefoot. Two hold a rifle. Two hold a baseball bat. Three taller men are probably their supervisors. Smoking was common for all ages if they could afford it.",
787,0934_image.JPG,1870,1889,1870-1879,children,lower,costume,"Poor children of France, probably orphans.","Since most of the children are dressed in the same striped fabric, it may be they are orphans, dressed alike in an available bolt of cloth. The shirts and skirts are simple, and one little boy has trousers. All are barefoot. The tallest girl either has all her hair pulled strictly back, or it may have been cut off due to an infestation of lice, a common practice in orphanages. But still, she and another girl try for a little decoration with kerchiefs around their necks. The littlest child could be either a boy or girl in that dress with a large lengthening-tuck in the skirt.","Seen on Pinterest, Poor Children 1870s, traced to Wikimedia, ca. 1870s, plus decades before and after"
788,0936_image.jpg,1870,1879,1870-1879,children,lower,costume,"1870, boys of 14 and up worked 10 hour days during the industrial revolution.","These boys are assembling small parts for machines, earning very little for their work. They wear overalls, aprons, long-sleeved shirts, and flat caps. They were typically barefoot, standing on boxes to reach the height demanded of their jobs for many hours a day. Other hundreds of thousands of children worked in weaving and clothing mills because they were small enough to crawl beneath the machines to pull out snagged cloth or broken pieces. These activities were frightening and sometimes deadly. (Women, too were often injured or killed when their long skirts caught in the machinery.) Most children and adults who worked in cloth mills developed lung diseases because of the poor ventilation and ever-present lint in the air. The mistreatment of women and children in the mills is the great shame of the industrial revolution and greedy leaders/owners. Child Labor laws were not enforced in the US until 1938. Before that time, children were used in all kinds of labor.","Seen on a Pinterest site, attributed to gwentuinman.com Gwen Tuinman is an author of historical novels."
789,0937_image.jpg,1870,1879,1870-1879,children,lower,costume,1870s. Young girl working in a textile mill during the Industrial Revolution.,"This young girl, perhaps 10 years old, is working in a textile weaving mill. Note the huge spools of thread on each side. She wears a dirty knit shirt from crawling under the machinery. It has vertical ribs and rolled-up sleeves. Her hair is chopped off at earlobe level, and a kerchief holds her front and side hair up so they won’t catch in the machinery. Over 750,000 children under 14 worked 10 hour days in the 1870s. They had no schooling and went hungry if they were too sick to work. They were small enough to crawl beneath the machines to pull out snagged cloth or broken pieces. These activities were frightening and sometimes deadly. Most children and adults who worked in cloth mills developed lung diseases because of the poor ventilation and ever-present lint in the air.","Seen on a Pinterest site, attributed to gwentuinman.com. Gwen Tuinman is an author of historical novels."
790,0938_image.JPG,1870,1879,1870-1879,children,lower,costume,"Lower middleclass children in public school, 1870s.","On two girls one wears a dress with pantalets and a sweater, perhaps from a more moneyed family. The other (judging from longer blond hair) wears knickers and a jacket with a scarf around her neck. Boys wear knee-breeches or long trousers, few of them fitting well. They all wear sweaters or jackets, stockings, and ankle boots. The tallest boy is barefoot.","From State Library of NSW, Australia."
791,0862_image.JPG,1870,1879,1870-1879,children,middleupper,costume,1870 boy's suit,"This little boy’s suit jacket has one button at the top beneath a little bow tie. From there the front opening flares outward toward a lower curve that shows the vest and trousers beneath. It is only waist-length, unlike an adult suit coat, which would fall to the man’s fingertips or lower. His sleeves are slightly loose and curved for comfort. They reach to his knuckles, giving him room to grow taller. His white shirt collar is fairly narrow. His vest has 6 or 7 buttons to fasten high on his chest. Likewise, the boy’s trousers reach to mid-calf, allowing for some growth. Below the trouser hems are stockings and lace-up ankle boots. A straw “boater” hat with a band around its crown sits on a table beside him",Kelsie Sawyer saved to A Doll House Inspiration.
792,0867_image.JPG,1870,1879,1870-1879,children,middleupper,costume,"1870 boy's ensemble, front, and back.","The dark blue coat has gold and brown trim around all edges, including mock turned-up cuffs. A sewn-on belt wraps from gold front buckles to a down-curved overlap in back. Coat front shows a top welt pocket, and two lower flap pockets that may be decorative sew-ons. Three gold buttons close the upper jacket. A cream shirt is beneath the coat. It has ruffles at the neck, and the sleeves show beneath the coat cuffs. The knickers are below-knee length. The pointed-front waistband and side seams are trimmed like the jacket. Three pleats at the waistband add fullness and comfort to the legs. Little gold buttons at the waistband sides close the breeches, and a thin belt at the hems allows for snugging the knickers to the shins.","Seen on Pinterest with the notation, patterned “like one at MET,” The Metropolitan Museum in New York."
793,0871_image.JPG,1870,1879,1870-1879,children,middleupper,costume,A boy of 1870s in a suit with ¾ length trousers.,"This boy wears a well-tailored suit with the usual top button fastened, then cut diagonally to show vest and trousers. The coat lapels have a slightly lighter binding around the edges, possibly of silk. Mock-cuffs also have that edging 3 inches above the sleeve hem. A white shirt has its collars tucked under the lapels, with a multilooped satin bow tied beneath. His trousers have a calf opening with three shiny buttons. Multicolored, striped stockings are above ankle-length, laced boots.",New York Public Library digital collection. Seen on Pinterest.
794,0869_image.jpg,1870,1930,1870-1879,children,middleupper,costume,A Norfolk Jacket on an adolescent boy. Popular ca. 1870s to 1930s.,"Supposedly Invented by the Duke or the Earl of Norfolk as a hunting jacket, it became the most often-seen sportsman’s jacket in Britain and America. Its primary characteristics are the two box pleats running down on each side of a high-buttoned front, with a matching belt buttoned around the waist. Often there were pleats in the back, as well. Coat flaps covered pockets that held accouterments for the hunters or sportsmen. A similar belted jacket, but without the pleats, was called a half-Norfolk jacket.","Seen on Pinterest under 1870 boy clothing. This image is attributed to cfa.ilstu.edu (The author was unable to find this site, and welcomes identification.)"
795,0873_image.jpg,1870,1930,1870-1879,children,middleupper,costume,"1876, a young boy of a wealthy family.","This boy is part of a larger fashion plate showing men, above p 15, where he stands beside his father. He holds a hoop and rolling stick in his hands. It was popular to illustrate women and children with little pouty lips and tilted heads to show their tenderness and meekness. This boy wears a sort of sailor’s suit in dark blue with double white stripes around a wide sailor collar, down the front, and around his cuffs. The collar would be square in back. A white shirt with a stand-up collar shows at his neck, with a black ribbon tie. Shirt cuffs edge his sleeves. His slender trousers are just below the knees, met by shining, black boots with heels. Around his waist is a dark red sash with white fringe. His hat is a tall, gray bowler-type with a gray band around the crown. He appears to wear one left glove.",Seen on Pinterest under 1870 men’s clothing.
796,0857_image.JPG,1870,1930,1870-1879,children,middleupper,costume,"Three children in a trimmed advertisement for J. Gravenstine Ice Cream Pavilion, ca. 1870's.","These common children have discovered a toy boat. They wear middle-class clothing of the 1870s. Girl on left has a short-sleeved, yellow overdress drawn up in back in her mother’s fashion. Beneath it is a kneelength, red, underdress, with a collar that shows above the yellow dress. The underdress has some kind of poofed hem. Her stockings are red and high ankle boots have a 1.5-inch heel. A straw hat has a red ribbon and bow. Center girl has a red jacket over a dark plum skirt with a white and green checked apron. Red stockings are above high ankle boots. A rumpled scarf is tied over her head. The boy wears a dark plum jacket, buttoned only at the neck and open below. A white shirt shows at collar and jacket opening. Light teal trousers end above black shoes. He appears to want the boat, which is only distinguishable by the subtitle of the advertisement (not visible).",Seen on Pinterest under 1870 children clothing.
797,0874_image.JPG,1870,1879,1870-1879,children,middleupper,costume,Three Children of Dublin in mid-1870s clothing.,"By the 1870s, travel and print news between the old and new worlds were so frequent that fashion was pretty much the same throughout the middle and upperclasses on both sides of the Atlantic. The girl on left wears a belted blouse that extends to her hips. With a button-fronted inset of a light color, it is surrounded by print fabric on bodice sides and sleeves. Her plaid belt matches the plaid skirt beneath the blouse. Narrow sleeves end in a 3-inch gathered flare. At her neck is a medium-colored ribbon circling a lightcolored frill. Her skirt is of the same plaid as the belt, with two flounces of semi-sheer fabric descending from thigh to mid-knee. Pantalet hems are visible below the skirt over dark stockings and ankle-high boots. She has a ribbon gathering back her long blond hair. The little girl in the center wears a front-buttoned, dark velvet dress with Irish lace collar and sleeve cuffs. White pantalets are gathered above her knees. White ankle socks are above black ankle shoes. A little bow holds her hair at the back of her crown. The brother, with long, lustrous curls, wears a dark, belted suit coat with knickers below and black kneesocks. His wide, white shirt collar is tied with a dark bow. His La Cross racket emphasizes his maleness.",Seen on Pinterest under 1870 children clothing.
798,0875_image.JPG,1870,1879,1870-1879,children,middleupper,costume,Upper-class children’s clothes from a fashion magazine.,"As with adult clothes of the early 1870s, these girls’ dresses feature fuller skirts, lots of décor, trims, and ruffles, and emphasize a poofed, up-gathered and bustled look in the back. Mid-calf skirts indicate adolescent years. All girls’ jackets have pleated or ruffled trims and braids in many layers. Two girls with feathered hats wear them tipped forward, as their mothers often do. White stockings and low-calf boots are on all children because these fashions are for January. The boy wears a heavy, wool, waist-long jacket with double-buttons in the center, rather than at the neck. Two welt pockets angle out from the buttons. All edges and seams are trimmed with large cording. His light-colored shirt collar is tucked inside his coat lapels, as is his long, printed silk tie. His little, round hat is also tipped forward with a trim around the crown and an upstanding feather. One girl holds her large fashion doll, another carries a book, a third plays a flute, and the boy holds a walking stick.",Pinterest under 1870 children clothes.
799,0876_image.jpg,1870,1879,1870-1879,children,middleupper,costume,Children’s highfashion in France from Journal of young ladies and young men. Ca. 1873.,"Children of wealth dress much like their parents. The girls have skirts with poofed derrières, either with bustles, or petticoats with stiff ruffles to mimic bustles. Even the little toddler has a backside overskirt that stands out. The two older girls have overskirts and underskirts, all edged with trim and/or embroidery, and many black buttons on the gray dress. The toddler has a striking edging of black on yellow. White frills at sleeve ends and necks are de rigueur for girls, as are high-fashion white stockings above various styles of shoes. Hair is center-parted, sides combed back, and long hair behind, like their mothers. The boys wear round-collared white shirts with colored bow ties, vests, and shorter coats. But while the older boy wears knickers and red stockings with his double-breasted coat, the younger boy has a light-brown kilt above knickers and a single-button coat with wide cuffs. His stockings are white and his boots are brown.",Seen on Pinterest under 1870 children clothes.
800,0855_image.JPG,1870,1879,1870-1879,children,middleupper,costume,"The Kate Greenaway style for little girls, 1870s, on.","Children’s books by Kate Greenaway were so popular with children from the late 1870s onward, that the styles she illustrated of the little children in her books became fashionable for real children. Particularly popular were these high-waisted styles that mimicked Regency dress. Later, the book Little Lord Fauntleroy, by Francis Hodgson Burnette, caused another hot trend in boys’ clothes of dark velvet suits with abundant lace at collars and cuffs. Mothers adored them. Boys barely suffered them.","From netclipart.com, children vintage, download free."
801,0878_image.JPG,1870,1879,1870-1879,children,middleupper,costume,1870s style young girl’s plaid dress,"This plaid dress was made as a reproduction of the 1870s popular style of apron front, bustle back (child size), with short puffed sleeves and a yoke. A belt on the bias has a huge bow in the back and mirrors the two rows of bias trim on the underskirt. The ruffle edging the overskirt is also cut on the bias. Black trim edges the yoke and sleeves. The underskirt bias bands, as well as the bottom hem, all feature black trim. A very narrow edge of lace surrounds the almost-square neckline. This dress would be as pretty and acceptable for best dress on a young girl of today as it was 150 years ago.",Seen on Pinterest under 1870 children clothes. Location of dress not given.
802,0880_image.JPG,1870,1879,1870-1879,children,middleupper,costume,Girls’ dresses for ages two to eight years.,"These dresses could be sized for the girl wanting the dress. Two center girls show the front and the back. The two smaller girls also show the front and back of the same dress The taller girls have a jacket with a square collar and two buttons at the top front. Self-ruffles and black velvet trim edge all around the jacket and cuffs. As the jacket rises to a point over the skirt in front, so it also rises to a point in back, showing a rosette and long, self-fabric sashes falling from the overskirt, each trimmed with velvet ribbons. In front, the overskirt has black trim and buttons in a diagonal line. A self-ruffle and black trim edges the overskirt all around, dipping lower in back. The underskirt of the same fabric is flared with no decorations. The little girls’ striped bodice has a yoke of tucks with lace around the edges. Short, straight sleeves are also edged with lace. A flared and gathered skirt has three rows of dark trim, with pantalets showing beneath. A belt of shining satin with velvet trim makes a huge, fancy bow in back. All girls wear mid-calf boots with scalloped tops.","Seen on Pinterest, 1870 girls dresses, a fashion plate from La Mode Illustree."
803,0881_image.jpg,1870,1879,1870-1879,children,middleupper,costume,Mid to later 1870s girls’ dresses.,"Left - mid-1870s. Full skirt, apron effect. Middle - Later 1870s, slimmer silhouette. Right - mid-1870s, full skirt, apron ",
804,0882_image.jpg,1870,1879,1870-1879,children,middleupper,costume,"Five girls of wealth, 1874 from The Queen, at Bron's muse.","The silhouettes and major features remain similar, but lower-classes may use cheaper materials, and less décor or re-used décor to lessen expense. A good housewife may be able to make similar dresses at home, saving much money. Fortunate are girls who grow up learning to sew, then and now!",
805,0887_image.JPG,1870,1879,1870-1879,children,middleupper,costume,Mid-1870s girl’s dress with pick-up bustle-poof and striped underskirt.,"This young lady has a lovely visiting and dinner dress with solid fabrics mimicking a low-cut evening gown. But the inset at the upper bodice and the sleeves may be made of sheer or semi-sheer fabric, increasing the look of formal wear. A white silk cord circles the neck, attached to the semi-sheer inset. She has a striped underskirt and an uneven upper-skirt with a wide band of trims around it 8 inches from the hem. The same trims are sewn over her shoulder cap, and across the back and front. A second, half over-skirt is attached at the waistline sides and back with huge pleats, allowing plenty of fabric to make a poof-like bustle, picked-up around the hem, and fastened under to a lining. A large rosette and bow are attached at the center back, trailing wide satin ribbons. A ribbon belt circles her waistline She wears white stockings and dark ankle boots of shiny patent leather. The skirt length, nearly to the ankle, marks her as a mid-teenager.",Seen on Pinterest under 1870 children clothes. The location of original illustration is not given.
806,0844_image.JPG,1700,1900,1880-1889,men,working,costume,"Farmer’s wore work smocks from 1700 through 1900 in most western nations, though smocks began to go out of fashion in late 1800s.","Three farmers in traditional smocks sit on a wooden wheelbarrow. One wears a top hat, and the other two wear felt hats. All have rugged, trousers and well-worn boots for tramping through fields and barnyards. These men are from Russia. Russian and European smocks have much wider smocking and embroidery on the yokes than American smocks, which were limited to a width of 6 inches. But the purpose in all cases was to cover a man’s clothing during work. If the day was hot, a farmer might wear nothing on his torso except his tough linen smock. On a cold day, he might wear several layers of knitted sweaters beneath, plus a coat. Their facial hair shows them as living in the latter half of the 1800s, as does the top hat.",Photo from Russian la-gatta-ciara.livejournal.com.
807,1002_image.JPG,1880,1889,1880-1889,men,working,costume,Railroad workers of most of 1880s. These from 1880.,"These hard-working men wore denim overalls and strong, dark, cotton shirts in their very dirty surroundings. Hats were usually broad-brimmed felt to shade the eyes and necks. One, here, also wears a coat.","Pinterest, Dorien Grey saved to Echoes of Beauty Lost 16."
808,0998_image.JPG,1880,1889,1880-1889,men,working,costume,Male pioneers of 1880.,"Two men in felt hats with wide brims prepare for their journey west. Each has a wide mustache, and one has a narrow, 3 inch, “imperial” beard. Man at left wears a plaid suit, all pieces matching but well worn. His high-buttoned vest has a round collar and six buttons, with a watch chain hooked into the lowest button. The coat will button high, with the lower borders open to show the vest and trousers beneath. His white shirt details cannot be discerned. Man on right has a dark coat and vest, which might have of dark plaid. His trousers seem to have horizontal stripes of ornate design. His light shirt buttons to the top with a regular collar, but a tie is not discerned. In front of them is a chair with a blanket over the top.","From Pinterest , “Nuckols & Robertson, donated by Frances Lowrey Brasher.”"
809,0992_image.jpg,1880,1889,1880-1889,men,working,costume,"1889, Working cowboy & bandit, Butch Cassidy","Cowboys wore broad-brimmed hats, usually felt, to shade from bright sunlight. Neckerchiefs were also essential to cover the nose and mouth during dust storms. Any kind of shirt was fine in solid colors or prints. Pockets were handy for necessities. A belt held up strong trousers and was usually topped by a second gun-belt that held extra cartridges for the pistol in his holster. Guns were used on predators attacking cattle or cowboys, or in Butch’s case, robbing trains and banks. Chaps, still used, are individual leather leg coverings over trousers that protect from daily hazards in working with cattle, horses, and other livestock. They guard riders' legs against scraping on brush, injury from cactus thorns, sagebrush, mesquite, and other prickly vegetation. They leave the seat and front open for riding and toilet functions.",
810,0981_image.JPG,1880,1890,1880-1889,men,working,costume,"1880-90, Outlaw Wanted poster of the Sundance Kid.","Harry Longbaugh, alias “the Sundance Kid,” was more clothes-conscious than his pal, Butch Cassidy. Here he wears a smart bowler hat, a fashionable coat and edge-trimmed vest, a white shirt, and a tie with an ornament. His mustache and beard are nicely trimmed in the fashion of the era.",
811,0986_image.JPG,1880,1889,1880-1889,men,working,costume,1883 Dodge City Kansas Peace commission,"These middle-class lawmen were useful in keeping peace in wild western towns. They wear bowlers and wide-brimmed felt hats. Most have large and drooping mustaches and one has muttonchop sideburns. All coats are buttoned only at the top, and flare aside below, with narrow, small collars. Most wear vests, all have shirts, and a few have ties. Trousers are worn by all. This photo is found on many sites, some of which give names to the individual members of this Peace Commission. Most have been represented in Western movies and TV shows.","Seen on Pinterest under search term, 1800 men, middle-class, clothing."
812,1006_image.jpg,1880,1889,1880-1889,men,working,costume,"Working-Class family, ca. 1880s","The father, left, wears a typical 1800s coat and vest, both high-buttoned. His shirt has rounded collars and is tied in a loose knot with a white ascot. He wears the popular, drooping mustache. His hat is now called a flat-cap or newsboy cap. He wears patched denim jeans for some sort of hard, manual labor. The mother has a dress or blouse with verticle rows of braid down the bodice front, and on the cuffs of leg o’mutton sleeves. Most of her outfit is covered by the plaid-edged blanket holding the baby. A long gathered skirt shows for several inches above the ground. Her hair is tied back tightly, and a brimmed bonnet perches atop her head. It appears to have a broad ribbon ruffled or tied in front on the crown. The child has long bangs and a cap, probably knitted or crocheted, that covers most of her head. Her coat seems either fur or velvet. This is a studio portrait, judging from the sharp end of the scenery behind the parents’ ankles.","Seen on Pinterest, attributed to gettyimages."
